dteday,season,yr,weekday,hr,rider_type,riders,price,COGS,revenue,profit
7/10/2021,4,0,5,8,casual,31,3.99,1.24,123.69,85.25
7/10/2021,4,0,5,9,casual,34,3.99,1.24,135.66,93.5
7/10/2021,4,0,5,10,casual,48,3.99,1.24,191.52,132
7/10/2021,4,0,5,11,casual,80,3.99,1.24,319.2,220
7/10/2021,4,0,5,12,casual,61,3.99,1.24,243.39,167.75
7/10/2021,4,0,5,13,casual,95,3.99,1.24,379.05,261.25
7/10/2021,4,0,5,14,casual,77,3.99,1.24,307.23,211.75
7/10/2021,4,0,5,15,casual,68,3.99,1.24,271.32,187
7/10/2021,4,0,5,16,casual,73,3.99,1.24,291.27,200.75
7/10/2021,4,0,5,17,casual,101,3.99,1.24,402.99,277.75
7/10/2021,4,0,5,18,casual,94,3.99,1.24,375.06,258.5
7/10/2021,4,0,5,19,casual,51,3.99,1.24,203.49,140.25
7/10/2021,4,0,5,20,casual,30,3.99,1.24,119.7,82.5
7/10/2021,4,0,5,21,casual,22,3.99,1.24,87.78,60.5
7/10/2021,4,0,5,22,casual,27,3.99,1.24,107.73,74.25
7/10/2021,4,0,5,23,casual,23,3.99,1.24,91.77,63.25
8/10/2021,4,0,6,0,casual,17,3.99,1.24,67.83,46.75
8/10/2021,4,0,6,1,casual,14,3.99,1.24,55.86,38.5
8/10/2021,4,0,6,2,casual,4,3.99,1.24,15.96,11
8/10/2021,4,0,6,3,casual,4,3.99,1.24,15.96,11
8/10/2021,4,0,6,4,casual,3,3.99,1.24,11.97,8.25
8/10/2021,4,0,6,5,casual,1,3.99,1.24,3.99,2.75
8/10/2021,4,0,6,6,casual,6,3.99,1.24,23.94,16.5
8/10/2021,4,0,6,7,casual,27,3.99,1.24,107.73,74.25
8/10/2021,4,0,6,8,casual,14,3.99,1.24,55.86,38.5
8/10/2021,4,0,6,9,casual,54,3.99,1.24,215.46,148.5
8/10/2021,4,0,6,10,casual,120,3.99,1.24,478.8,330
8/10/2021,4,0,6,11,casual,176,3.99,1.24,702.24,484
8/10/2021,4,0,6,12,casual,191,3.99,1.24,762.09,525.25
8/10/2021,4,0,6,13,casual,256,3.99,1.24,1021.44,704
8/10/2021,4,0,6,14,casual,251,3.99,1.24,1001.49,690.25
8/10/2021,4,0,6,15,casual,262,3.99,1.24,1045.38,720.5
8/10/2021,4,0,6,16,casual,221,3.99,1.24,881.79,607.75
8/10/2021,4,0,6,17,casual,174,3.99,1.24,694.26,478.5
8/10/2021,4,0,6,18,casual,135,3.99,1.24,538.65,371.25
8/10/2021,4,0,6,19,casual,76,3.99,1.24,303.24,209
8/10/2021,4,0,6,20,casual,78,3.99,1.24,311.22,214.5
8/10/2021,4,0,6,21,casual,54,3.99,1.24,215.46,148.5
8/10/2021,4,0,6,22,casual,45,3.99,1.24,179.55,123.75
8/10/2021,4,0,6,23,casual,52,3.99,1.24,207.48,143
9/10/2021,4,0,0,0,casual,46,3.99,1.24,183.54,126.5
9/10/2021,4,0,0,1,casual,15,3.99,1.24,59.85,41.25
9/10/2021,4,0,0,2,casual,20,3.99,1.24,79.8,55
9/10/2021,4,0,0,3,casual,10,3.99,1.24,39.9,27.5
9/10/2021,4,0,0,4,casual,7,3.99,1.24,27.93,19.25
9/10/2021,4,0,0,5,casual,1,3.99,1.24,3.99,2.75
9/10/2021,4,0,0,6,casual,7,3.99,1.24,27.93,19.25
9/10/2021,4,0,0,7,casual,18,3.99,1.24,71.82,49.5
9/10/2021,4,0,0,8,casual,25,3.99,1.24,99.75,68.75
9/10/2021,4,0,0,9,casual,66,3.99,1.24,263.34,181.5
9/10/2021,4,0,0,10,casual,155,3.99,1.24,618.45,426.25
9/10/2021,4,0,0,11,casual,189,3.99,1.24,754.11,519.75
9/10/2021,4,0,0,12,casual,212,3.99,1.24,845.88,583
9/10/2021,4,0,0,13,casual,225,3.99,1.24,897.75,618.75
9/10/2021,4,0,0,14,casual,272,3.99,1.24,1085.28,748
9/10/2021,4,0,0,15,casual,198,3.99,1.24,790.02,544.5
9/10/2021,4,0,0,16,casual,223,3.99,1.24,889.77,613.25
9/10/2021,4,0,0,17,casual,208,3.99,1.24,829.92,572
9/10/2021,4,0,0,18,casual,186,3.99,1.24,742.14,511.5
9/10/2021,4,0,0,19,casual,116,3.99,1.24,462.84,319
9/10/2021,4,0,0,20,casual,59,3.99,1.24,235.41,162.25
9/10/2021,4,0,0,21,casual,53,3.99,1.24,211.47,145.75
9/10/2021,4,0,0,22,casual,48,3.99,1.24,191.52,132
9/10/2021,4,0,0,23,casual,38,3.99,1.24,151.62,104.5
10/10/2021,4,0,1,0,casual,11,3.99,1.24,43.89,30.25
10/10/2021,4,0,1,1,casual,4,3.99,1.24,15.96,11
10/10/2021,4,0,1,2,casual,4,3.99,1.24,15.96,11
10/10/2021,4,0,1,3,casual,2,3.99,1.24,7.98,5.5
10/10/2021,4,0,1,4,casual,2,3.99,1.24,7.98,5.5
10/10/2021,4,0,1,5,casual,2,3.99,1.24,7.98,5.5
10/10/2021,4,0,1,6,casual,5,3.99,1.24,19.95,13.75
10/10/2021,4,0,1,7,casual,12,3.99,1.24,47.88,33
10/10/2021,4,0,1,8,casual,27,3.99,1.24,107.73,74.25
10/10/2021,4,0,1,9,casual,58,3.99,1.24,231.42,159.5
10/10/2021,4,0,1,10,casual,107,3.99,1.24,426.93,294.25
10/10/2021,4,0,1,11,casual,139,3.99,1.24,554.61,382.25
10/10/2021,4,0,1,12,casual,164,3.99,1.24,654.36,451
10/10/2021,4,0,1,13,casual,146,3.99,1.24,582.54,401.5
10/10/2021,4,0,1,14,casual,147,3.99,1.24,586.53,404.25
10/10/2021,4,0,1,15,casual,130,3.99,1.24,518.7,357.5
10/10/2021,4,0,1,16,casual,154,3.99,1.24,614.46,423.5
10/10/2021,4,0,1,17,casual,125,3.99,1.24,498.75,343.75
10/10/2021,4,0,1,18,casual,108,3.99,1.24,430.92,297
10/10/2021,4,0,1,19,casual,69,3.99,1.24,275.31,189.75
10/10/2021,4,0,1,20,casual,37,3.99,1.24,147.63,101.75
10/10/2021,4,0,1,21,casual,27,3.99,1.24,107.73,74.25
10/10/2021,4,0,1,22,casual,22,3.99,1.24,87.78,60.5
10/10/2021,4,0,1,23,casual,12,3.99,1.24,47.88,33
11/10/2021,4,0,2,0,casual,14,3.99,1.24,55.86,38.5
11/10/2021,4,0,2,1,casual,2,3.99,1.24,7.98,5.5
11/10/2021,4,0,2,2,casual,1,3.99,1.24,3.99,2.75
11/10/2021,4,0,2,3,casual,2,3.99,1.24,7.98,5.5
11/10/2021,4,0,2,4,casual,0,3.99,1.24,0,0
11/10/2021,4,0,2,5,casual,0,3.99,1.24,0,0
11/10/2021,4,0,2,6,casual,9,3.99,1.24,35.91,24.75
11/10/2021,4,0,2,7,casual,19,3.99,1.24,75.81,52.25
11/10/2021,4,0,2,8,casual,31,3.99,1.24,123.69,85.25
11/10/2021,4,0,2,9,casual,40,3.99,1.24,159.6,110
11/10/2021,4,0,2,10,casual,38,3.99,1.24,151.62,104.5
11/10/2021,4,0,2,11,casual,31,3.99,1.24,123.69,85.25
11/10/2021,4,0,2,12,casual,51,3.99,1.24,203.49,140.25
11/10/2021,4,0,2,13,casual,42,3.99,1.24,167.58,115.5
11/10/2021,4,0,2,14,casual,54,3.99,1.24,215.46,148.5
11/10/2021,4,0,2,15,casual,36,3.99,1.24,143.64,99
11/10/2021,4,0,2,16,casual,63,3.99,1.24,251.37,173.25
11/10/2021,4,0,2,17,casual,70,3.99,1.24,279.3,192.5
11/10/2021,4,0,2,18,casual,46,3.99,1.24,183.54,126.5
11/10/2021,4,0,2,19,casual,33,3.99,1.24,131.67,90.75
11/10/2021,4,0,2,20,casual,31,3.99,1.24,123.69,85.25
11/10/2021,4,0,2,21,casual,17,3.99,1.24,67.83,46.75
11/10/2021,4,0,2,22,casual,27,3.99,1.24,107.73,74.25
11/10/2021,4,0,2,23,casual,10,3.99,1.24,39.9,27.5
12/10/2021,4,0,3,0,casual,2,3.99,1.24,7.98,5.5
12/10/2021,4,0,3,1,casual,2,3.99,1.24,7.98,5.5
12/10/2021,4,0,3,2,casual,0,3.99,1.24,0,0
12/10/2021,4,0,3,3,casual,0,3.99,1.24,0,0
12/10/2021,4,0,3,4,casual,1,3.99,1.24,3.99,2.75
12/10/2021,4,0,3,5,casual,0,3.99,1.24,0,0
12/10/2021,4,0,3,6,casual,5,3.99,1.24,19.95,13.75
12/10/2021,4,0,3,7,casual,15,3.99,1.24,59.85,41.25
12/10/2021,4,0,3,8,casual,27,3.99,1.24,107.73,74.25
12/10/2021,4,0,3,9,casual,14,3.99,1.24,55.86,38.5
12/10/2021,4,0,3,10,casual,15,3.99,1.24,59.85,41.25
12/10/2021,4,0,3,11,casual,18,3.99,1.24,71.82,49.5
12/10/2021,4,0,3,12,casual,9,3.99,1.24,35.91,24.75
12/10/2021,4,0,3,13,casual,25,3.99,1.24,99.75,68.75
12/10/2021,4,0,3,14,casual,8,3.99,1.24,31.92,22
12/10/2021,4,0,3,15,casual,3,3.99,1.24,11.97,8.25
12/10/2021,4,0,3,16,casual,5,3.99,1.24,19.95,13.75
12/10/2021,4,0,3,17,casual,16,3.99,1.24,63.84,44
12/10/2021,4,0,3,18,casual,11,3.99,1.24,43.89,30.25
12/10/2021,4,0,3,19,casual,7,3.99,1.24,27.93,19.25
12/10/2021,4,0,3,20,casual,9,3.99,1.24,35.91,24.75
12/10/2021,4,0,3,21,casual,9,3.99,1.24,35.91,24.75
12/10/2021,4,0,3,22,casual,3,3.99,1.24,11.97,8.25
12/10/2021,4,0,3,23,casual,13,3.99,1.24,51.87,35.75
13/10/2021,4,0,4,0,casual,1,3.99,1.24,3.99,2.75
13/10/2021,4,0,4,1,casual,3,3.99,1.24,11.97,8.25
13/10/2021,4,0,4,2,casual,0,3.99,1.24,0,0
13/10/2021,4,0,4,3,casual,2,3.99,1.24,7.98,5.5
13/10/2021,4,0,4,4,casual,2,3.99,1.24,7.98,5.5
13/10/2021,4,0,4,5,casual,1,3.99,1.24,3.99,2.75
13/10/2021,4,0,4,6,casual,1,3.99,1.24,3.99,2.75
13/10/2021,4,0,4,7,casual,5,3.99,1.24,19.95,13.75
13/10/2021,4,0,4,8,casual,10,3.99,1.24,39.9,27.5
13/10/2021,4,0,4,9,casual,3,3.99,1.24,11.97,8.25
13/10/2021,4,0,4,10,casual,16,3.99,1.24,63.84,44
13/10/2021,4,0,4,11,casual,8,3.99,1.24,31.92,22
13/10/2021,4,0,4,12,casual,10,3.99,1.24,39.9,27.5
13/10/2021,4,0,4,13,casual,20,3.99,1.24,79.8,55
13/10/2021,4,0,4,14,casual,22,3.99,1.24,87.78,60.5
13/10/2021,4,0,4,15,casual,27,3.99,1.24,107.73,74.25
13/10/2021,4,0,4,16,casual,36,3.99,1.24,143.64,99
13/10/2021,4,0,4,17,casual,47,3.99,1.24,187.53,129.25
13/10/2021,4,0,4,18,casual,20,3.99,1.24,79.8,55
13/10/2021,4,0,4,19,casual,18,3.99,1.24,71.82,49.5
13/10/2021,4,0,4,20,casual,15,3.99,1.24,59.85,41.25
13/10/2021,4,0,4,21,casual,8,3.99,1.24,31.92,22
13/10/2021,4,0,4,22,casual,13,3.99,1.24,51.87,35.75
13/10/2021,4,0,4,23,casual,2,3.99,1.24,7.98,5.5
14/10/2021,4,0,5,0,casual,10,3.99,1.24,39.9,27.5
14/10/2021,4,0,5,1,casual,8,3.99,1.24,31.92,22
14/10/2021,4,0,5,2,casual,0,3.99,1.24,0,0
14/10/2021,4,0,5,3,casual,1,3.99,1.24,3.99,2.75
14/10/2021,4,0,5,4,casual,0,3.99,1.24,0,0
14/10/2021,4,0,5,5,casual,0,3.99,1.24,0,0
14/10/2021,4,0,5,6,casual,4,3.99,1.24,15.96,11
14/10/2021,4,0,5,7,casual,10,3.99,1.24,39.9,27.5
14/10/2021,4,0,5,8,casual,23,3.99,1.24,91.77,63.25
14/10/2021,4,0,5,9,casual,16,3.99,1.24,63.84,44
14/10/2021,4,0,5,10,casual,17,3.99,1.24,67.83,46.75
14/10/2021,4,0,5,11,casual,11,3.99,1.24,43.89,30.25
14/10/2021,4,0,5,12,casual,13,3.99,1.24,51.87,35.75
14/10/2021,4,0,5,13,casual,18,3.99,1.24,71.82,49.5
14/10/2021,4,0,5,14,casual,37,3.99,1.24,147.63,101.75
14/10/2021,4,0,5,15,casual,61,3.99,1.24,243.39,167.75
14/10/2021,4,0,5,16,casual,80,3.99,1.24,319.2,220
14/10/2021,4,0,5,17,casual,55,3.99,1.24,219.45,151.25
14/10/2021,4,0,5,18,casual,62,3.99,1.24,247.38,170.5
14/10/2021,4,0,5,19,casual,27,3.99,1.24,107.73,74.25
14/10/2021,4,0,5,20,casual,19,3.99,1.24,75.81,52.25
14/10/2021,4,0,5,21,casual,22,3.99,1.24,87.78,60.5
14/10/2021,4,0,5,22,casual,20,3.99,1.24,79.8,55
14/10/2021,4,0,5,23,casual,15,3.99,1.24,59.85,41.25
15/10/2021,4,0,6,0,casual,18,3.99,1.24,71.82,49.5
15/10/2021,4,0,6,1,casual,9,3.99,1.24,35.91,24.75
15/10/2021,4,0,6,2,casual,17,3.99,1.24,67.83,46.75
15/10/2021,4,0,6,3,casual,5,3.99,1.24,19.95,13.75
15/10/2021,4,0,6,4,casual,0,3.99,1.24,0,0
15/10/2021,4,0,6,5,casual,1,3.99,1.24,3.99,2.75
15/10/2021,4,0,6,6,casual,5,3.99,1.24,19.95,13.75
15/10/2021,4,0,6,7,casual,17,3.99,1.24,67.83,46.75
15/10/2021,4,0,6,8,casual,24,3.99,1.24,95.76,66
15/10/2021,4,0,6,9,casual,50,3.99,1.24,199.5,137.5
15/10/2021,4,0,6,10,casual,115,3.99,1.24,458.85,316.25
15/10/2021,4,0,6,11,casual,153,3.99,1.24,610.47,420.75
15/10/2021,4,0,6,12,casual,195,3.99,1.24,778.05,536.25
15/10/2021,4,0,6,13,casual,171,3.99,1.24,682.29,470.25
15/10/2021,4,0,6,14,casual,242,3.99,1.24,965.58,665.5
15/10/2021,4,0,6,15,casual,166,3.99,1.24,662.34,456.5
15/10/2021,4,0,6,16,casual,179,3.99,1.24,714.21,492.25
15/10/2021,4,0,6,17,casual,177,3.99,1.24,706.23,486.75
15/10/2021,4,0,6,18,casual,121,3.99,1.24,482.79,332.75
15/10/2021,4,0,6,19,casual,61,3.99,1.24,243.39,167.75
15/10/2021,4,0,6,20,casual,42,3.99,1.24,167.58,115.5
15/10/2021,4,0,6,21,casual,53,3.99,1.24,211.47,145.75
15/10/2021,4,0,6,22,casual,45,3.99,1.24,179.55,123.75
15/10/2021,4,0,6,23,casual,33,3.99,1.24,131.67,90.75
16/10/2021,4,0,0,0,casual,22,3.99,1.24,87.78,60.5
16/10/2021,4,0,0,1,casual,13,3.99,1.24,51.87,35.75
16/10/2021,4,0,0,2,casual,13,3.99,1.24,51.87,35.75
16/10/2021,4,0,0,3,casual,11,3.99,1.24,43.89,30.25
16/10/2021,4,0,0,4,casual,5,3.99,1.24,19.95,13.75
16/10/2021,4,0,0,5,casual,1,3.99,1.24,3.99,2.75
16/10/2021,4,0,0,6,casual,3,3.99,1.24,11.97,8.25
16/10/2021,4,0,0,7,casual,9,3.99,1.24,35.91,24.75
16/10/2021,4,0,0,8,casual,28,3.99,1.24,111.72,77
16/10/2021,4,0,0,9,casual,39,3.99,1.24,155.61,107.25
16/10/2021,4,0,0,10,casual,121,3.99,1.24,482.79,332.75
16/10/2021,4,0,0,11,casual,159,3.99,1.24,634.41,437.25
16/10/2021,4,0,0,12,casual,167,3.99,1.24,666.33,459.25
16/10/2021,4,0,0,13,casual,169,3.99,1.24,674.31,464.75
16/10/2021,4,0,0,14,casual,204,3.99,1.24,813.96,561
16/10/2021,4,0,0,15,casual,182,3.99,1.24,726.18,500.5
16/10/2021,4,0,0,16,casual,177,3.99,1.24,706.23,486.75
16/10/2021,4,0,0,17,casual,152,3.99,1.24,606.48,418
16/10/2021,4,0,0,18,casual,102,3.99,1.24,406.98,280.5
16/10/2021,4,0,0,19,casual,52,3.99,1.24,207.48,143
16/10/2021,4,0,0,20,casual,49,3.99,1.24,195.51,134.75
16/10/2021,4,0,0,21,casual,14,3.99,1.24,55.86,38.5
16/10/2021,4,0,0,22,casual,42,3.99,1.24,167.58,115.5
16/10/2021,4,0,0,23,casual,14,3.99,1.24,55.86,38.5
17/10/2021,4,0,1,0,casual,12,3.99,1.24,47.88,33
17/10/2021,4,0,1,1,casual,2,3.99,1.24,7.98,5.5
17/10/2021,4,0,1,2,casual,4,3.99,1.24,15.96,11
17/10/2021,4,0,1,3,casual,0,3.99,1.24,0,0
17/10/2021,4,0,1,4,casual,2,3.99,1.24,7.98,5.5
17/10/2021,4,0,1,5,casual,1,3.99,1.24,3.99,2.75
17/10/2021,4,0,1,6,casual,7,3.99,1.24,27.93,19.25
17/10/2021,4,0,1,7,casual,10,3.99,1.24,39.9,27.5
17/10/2021,4,0,1,8,casual,33,3.99,1.24,131.67,90.75
17/10/2021,4,0,1,9,casual,26,3.99,1.24,103.74,71.5
17/10/2021,4,0,1,10,casual,43,3.99,1.24,171.57,118.25
17/10/2021,4,0,1,11,casual,35,3.99,1.24,139.65,96.25
17/10/2021,4,0,1,12,casual,39,3.99,1.24,155.61,107.25
17/10/2021,4,0,1,13,casual,49,3.99,1.24,195.51,134.75
17/10/2021,4,0,1,14,casual,44,3.99,1.24,175.56,121
17/10/2021,4,0,1,15,casual,66,3.99,1.24,263.34,181.5
17/10/2021,4,0,1,16,casual,64,3.99,1.24,255.36,176
17/10/2021,4,0,1,17,casual,80,3.99,1.24,319.2,220
17/10/2021,4,0,1,18,casual,49,3.99,1.24,195.51,134.75
17/10/2021,4,0,1,19,casual,45,3.99,1.24,179.55,123.75
17/10/2021,4,0,1,20,casual,40,3.99,1.24,159.6,110
17/10/2021,4,0,1,21,casual,36,3.99,1.24,143.64,99
17/10/2021,4,0,1,22,casual,16,3.99,1.24,63.84,44
17/10/2021,4,0,1,23,casual,10,3.99,1.24,39.9,27.5
18/10/2021,4,0,2,0,casual,8,3.99,1.24,31.92,22
18/10/2021,4,0,2,1,casual,4,3.99,1.24,15.96,11
18/10/2021,4,0,2,2,casual,1,3.99,1.24,3.99,2.75
18/10/2021,4,0,2,3,casual,0,3.99,1.24,0,0
18/10/2021,4,0,2,4,casual,0,3.99,1.24,0,0
18/10/2021,4,0,2,5,casual,2,3.99,1.24,7.98,5.5
18/10/2021,4,0,2,6,casual,4,3.99,1.24,15.96,11
18/10/2021,4,0,2,7,casual,15,3.99,1.24,59.85,41.25
18/10/2021,4,0,2,8,casual,25,3.99,1.24,99.75,68.75
18/10/2021,4,0,2,9,casual,29,3.99,1.24,115.71,79.75
18/10/2021,4,0,2,10,casual,27,3.99,1.24,107.73,74.25
18/10/2021,4,0,2,11,casual,35,3.99,1.24,139.65,96.25
18/10/2021,4,0,2,12,casual,42,3.99,1.24,167.58,115.5
18/10/2021,4,0,2,13,casual,48,3.99,1.24,191.52,132
18/10/2021,4,0,2,14,casual,32,3.99,1.24,127.68,88
18/10/2021,4,0,2,15,casual,66,3.99,1.24,263.34,181.5
18/10/2021,4,0,2,16,casual,58,3.99,1.24,231.42,159.5
18/10/2021,4,0,2,17,casual,72,3.99,1.24,287.28,198
18/10/2021,4,0,2,18,casual,58,3.99,1.24,231.42,159.5
18/10/2021,4,0,2,19,casual,31,3.99,1.24,123.69,85.25
18/10/2021,4,0,2,20,casual,23,3.99,1.24,91.77,63.25
18/10/2021,4,0,2,21,casual,28,3.99,1.24,111.72,77
18/10/2021,4,0,2,22,casual,22,3.99,1.24,87.78,60.5
18/10/2021,4,0,2,23,casual,7,3.99,1.24,27.93,19.25
19/10/2021,4,0,3,0,casual,11,3.99,1.24,43.89,30.25
19/10/2021,4,0,3,1,casual,7,3.99,1.24,27.93,19.25
19/10/2021,4,0,3,2,casual,1,3.99,1.24,3.99,2.75
19/10/2021,4,0,3,4,casual,0,3.99,1.24,0,0
19/10/2021,4,0,3,5,casual,0,3.99,1.24,0,0
19/10/2021,4,0,3,6,casual,3,3.99,1.24,11.97,8.25
19/10/2021,4,0,3,7,casual,1,3.99,1.24,3.99,2.75
19/10/2021,4,0,3,8,casual,10,3.99,1.24,39.9,27.5
19/10/2021,4,0,3,9,casual,17,3.99,1.24,67.83,46.75
19/10/2021,4,0,3,10,casual,14,3.99,1.24,55.86,38.5
19/10/2021,4,0,3,11,casual,33,3.99,1.24,131.67,90.75
19/10/2021,4,0,3,12,casual,13,3.99,1.24,51.87,35.75
19/10/2021,4,0,3,13,casual,20,3.99,1.24,79.8,55
19/10/2021,4,0,3,14,casual,17,3.99,1.24,67.83,46.75
19/10/2021,4,0,3,15,casual,21,3.99,1.24,83.79,57.75
19/10/2021,4,0,3,16,casual,21,3.99,1.24,83.79,57.75
19/10/2021,4,0,3,17,casual,11,3.99,1.24,43.89,30.25
19/10/2021,4,0,3,18,casual,8,3.99,1.24,31.92,22
19/10/2021,4,0,3,19,casual,8,3.99,1.24,31.92,22
19/10/2021,4,0,3,20,casual,5,3.99,1.24,19.95,13.75
19/10/2021,4,0,3,21,casual,6,3.99,1.24,23.94,16.5
19/10/2021,4,0,3,22,casual,13,3.99,1.24,51.87,35.75
19/10/2021,4,0,3,23,casual,14,3.99,1.24,55.86,38.5
20/10/2021,4,0,4,0,casual,4,3.99,1.24,15.96,11
20/10/2021,4,0,4,1,casual,4,3.99,1.24,15.96,11
20/10/2021,4,0,4,2,casual,0,3.99,1.24,0,0
20/10/2021,4,0,4,3,casual,0,3.99,1.24,0,0
20/10/2021,4,0,4,4,casual,2,3.99,1.24,7.98,5.5
20/10/2021,4,0,4,5,casual,2,3.99,1.24,7.98,5.5
20/10/2021,4,0,4,6,casual,5,3.99,1.24,19.95,13.75
20/10/2021,4,0,4,7,casual,15,3.99,1.24,59.85,41.25
20/10/2021,4,0,4,8,casual,17,3.99,1.24,67.83,46.75
20/10/2021,4,0,4,9,casual,26,3.99,1.24,103.74,71.5
20/10/2021,4,0,4,10,casual,25,3.99,1.24,99.75,68.75
20/10/2021,4,0,4,11,casual,30,3.99,1.24,119.7,82.5
20/10/2021,4,0,4,12,casual,28,3.99,1.24,111.72,77
20/10/2021,4,0,4,13,casual,28,3.99,1.24,111.72,77
20/10/2021,4,0,4,14,casual,38,3.99,1.24,151.62,104.5
20/10/2021,4,0,4,15,casual,22,3.99,1.24,87.78,60.5
20/10/2021,4,0,4,16,casual,31,3.99,1.24,123.69,85.25
20/10/2021,4,0,4,17,casual,56,3.99,1.24,223.44,154
20/10/2021,4,0,4,18,casual,39,3.99,1.24,155.61,107.25
20/10/2021,4,0,4,19,casual,20,3.99,1.24,79.8,55
20/10/2021,4,0,4,20,casual,34,3.99,1.24,135.66,93.5
20/10/2021,4,0,4,21,casual,16,3.99,1.24,63.84,44
20/10/2021,4,0,4,22,casual,22,3.99,1.24,87.78,60.5
20/10/2021,4,0,4,23,casual,7,3.99,1.24,27.93,19.25
21/10/2021,4,0,5,0,casual,8,3.99,1.24,31.92,22
21/10/2021,4,0,5,1,casual,7,3.99,1.24,27.93,19.25
21/10/2021,4,0,5,2,casual,6,3.99,1.24,23.94,16.5
21/10/2021,4,0,5,3,casual,0,3.99,1.24,0,0
21/10/2021,4,0,5,4,casual,0,3.99,1.24,0,0
21/10/2021,4,0,5,5,casual,0,3.99,1.24,0,0
21/10/2021,4,0,5,6,casual,7,3.99,1.24,27.93,19.25
21/10/2021,4,0,5,7,casual,5,3.99,1.24,19.95,13.75
21/10/2021,4,0,5,8,casual,16,3.99,1.24,63.84,44
21/10/2021,4,0,5,9,casual,33,3.99,1.24,131.67,90.75
21/10/2021,4,0,5,10,casual,32,3.99,1.24,127.68,88
21/10/2021,4,0,5,11,casual,39,3.99,1.24,155.61,107.25
21/10/2021,4,0,5,12,casual,47,3.99,1.24,187.53,129.25
21/10/2021,4,0,5,13,casual,43,3.99,1.24,171.57,118.25
21/10/2021,4,0,5,14,casual,67,3.99,1.24,267.33,184.25
21/10/2021,4,0,5,15,casual,57,3.99,1.24,227.43,156.75
21/10/2021,4,0,5,16,casual,60,3.99,1.24,239.4,165
21/10/2021,4,0,5,17,casual,79,3.99,1.24,315.21,217.25
21/10/2021,4,0,5,18,casual,43,3.99,1.24,171.57,118.25
21/10/2021,4,0,5,19,casual,25,3.99,1.24,99.75,68.75
21/10/2021,4,0,5,20,casual,29,3.99,1.24,115.71,79.75
21/10/2021,4,0,5,21,casual,31,3.99,1.24,123.69,85.25
21/10/2021,4,0,5,22,casual,24,3.99,1.24,95.76,66
21/10/2021,4,0,5,23,casual,18,3.99,1.24,71.82,49.5
22/10/2021,4,0,6,0,casual,16,3.99,1.24,63.84,44
22/10/2021,4,0,6,1,casual,20,3.99,1.24,79.8,55
22/10/2021,4,0,6,2,casual,6,3.99,1.24,23.94,16.5
22/10/2021,4,0,6,3,casual,1,3.99,1.24,3.99,2.75
22/10/2021,4,0,6,4,casual,4,3.99,1.24,15.96,11
22/10/2021,4,0,6,5,casual,1,3.99,1.24,3.99,2.75
22/10/2021,4,0,6,6,casual,1,3.99,1.24,3.99,2.75
22/10/2021,4,0,6,7,casual,8,3.99,1.24,31.92,22
22/10/2021,4,0,6,8,casual,26,3.99,1.24,103.74,71.5
22/10/2021,4,0,6,9,casual,47,3.99,1.24,187.53,129.25
22/10/2021,4,0,6,10,casual,87,3.99,1.24,347.13,239.25
22/10/2021,4,0,6,11,casual,110,3.99,1.24,438.9,302.5
22/10/2021,4,0,6,12,casual,132,3.99,1.24,526.68,363
22/10/2021,4,0,6,13,casual,136,3.99,1.24,542.64,374
22/10/2021,4,0,6,14,casual,133,3.99,1.24,530.67,365.75
22/10/2021,4,0,6,15,casual,159,3.99,1.24,634.41,437.25
22/10/2021,4,0,6,16,casual,169,3.99,1.24,674.31,464.75
22/10/2021,4,0,6,17,casual,143,3.99,1.24,570.57,393.25
22/10/2021,4,0,6,18,casual,111,3.99,1.24,442.89,305.25
22/10/2021,4,0,6,19,casual,47,3.99,1.24,187.53,129.25
22/10/2021,4,0,6,20,casual,48,3.99,1.24,191.52,132
22/10/2021,4,0,6,21,casual,37,3.99,1.24,147.63,101.75
22/10/2021,4,0,6,22,casual,30,3.99,1.24,119.7,82.5
22/10/2021,4,0,6,23,casual,27,3.99,1.24,107.73,74.25
23/10/2021,4,0,0,0,casual,24,3.99,1.24,95.76,66
23/10/2021,4,0,0,1,casual,11,3.99,1.24,43.89,30.25
23/10/2021,4,0,0,2,casual,10,3.99,1.24,39.9,27.5
23/10/2021,4,0,0,3,casual,15,3.99,1.24,59.85,41.25
23/10/2021,4,0,0,4,casual,5,3.99,1.24,19.95,13.75
23/10/2021,4,0,0,5,casual,1,3.99,1.24,3.99,2.75
23/10/2021,4,0,0,6,casual,0,3.99,1.24,0,0
23/10/2021,4,0,0,7,casual,3,3.99,1.24,11.97,8.25
23/10/2021,4,0,0,8,casual,32,3.99,1.24,127.68,88
23/10/2021,4,0,0,9,casual,48,3.99,1.24,191.52,132
23/10/2021,4,0,0,10,casual,104,3.99,1.24,414.96,286
23/10/2021,4,0,0,11,casual,131,3.99,1.24,522.69,360.25
23/10/2021,4,0,0,12,casual,164,3.99,1.24,654.36,451
23/10/2021,4,0,0,13,casual,160,3.99,1.24,638.4,440
23/10/2021,4,0,0,14,casual,192,3.99,1.24,766.08,528
23/10/2021,4,0,0,15,casual,171,3.99,1.24,682.29,470.25
23/10/2021,4,0,0,16,casual,188,3.99,1.24,750.12,517
23/10/2021,4,0,0,17,casual,120,3.99,1.24,478.8,330
23/10/2021,4,0,0,18,casual,88,3.99,1.24,351.12,242
23/10/2021,4,0,0,19,casual,53,3.99,1.24,211.47,145.75
